packing_details_id,warehouse_id,is_active,created_at,updated_at
95,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
95,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
95,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
95,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
95,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
115,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
115,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
115,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
115,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
115,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
222,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
222,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
222,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
222,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
222,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
254,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
254,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
254,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
254,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
254,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
302,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
302,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
302,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
302,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
302,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
396,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
396,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
396,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
396,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
396,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
694,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
694,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
694,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
694,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
694,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
741,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
741,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
741,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
741,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
741,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1055,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1055,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1055,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1055,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1055,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1087,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1087,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1087,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1087,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1087,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1296,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1296,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1296,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1296,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1296,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1313,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1313,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
1313,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
